School_Name,School_Type,Specialisation,Campus_Name,Campus_Type,Campus_Address_Line_1,Campus_Address_Town,Campus_Address_State,Campus_Postcode,School_Phone,School_Website,Managed_Enrolments,Campus_Status,Campus_Year_Levels,primary_2020,year7_2020,year8_2020,year9_2020,year10_2020,year11_2020,year12_2020,DET_Region,type,Zone,Entity_Code,juniorsec_2020,seniorsec_2020,singlesex_2020,specialist_2020
Yarraville West Primary School,Primary,,Yarraville West Primary School,Primary,30 Powell Street,Yarraville,VIC,"3013",03 9314 3816,http://www.ywps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1283201",,,,
Yarrunga Primary School,Primary,,Yarrunga Primary School,Primary,38 - 50 White Street,Wangaratta,VIC,"3677",03 5721 2682,http://www.yarrungaps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1476101",,,,
Yea Primary School,Primary,,Yea Primary School,Primary,23 Station Street,Yea,VIC,"3717",03 5797 2724,http://www.yeaps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1069901",,,,
Yering Primary School,Primary,,Yering Primary School,Primary,22-24 Melba Highway,Yering,VIC,"3770",03 9739 1451,http://www.yeringps.vic.edu.au.sponsor-ed.com.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1103401",,,,
Yinnar Primary School,Primary,,Yinnar Primary School,Primary,30 Main Street,Yinnar,VIC,"3869",03 5163 1362,http://www.yinnarps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1241901",,,,
Yinnar South Primary School,Primary,,Yinnar South Primary School,Primary,Brewsters Road,Yinnar South,VIC,"3869",03 5169 1540,http://www.yinnarsthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1273001",,,,
Zeerust Primary School,Primary,,Zeerust Primary School,Primary,245 Zeerust Road,Zeerust,VIC,"3634",03 5829 8282,http://www.zeerustps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1435901",,,,
Albert Park College,Secondary,,Bay Street Campus,Secondary,40 Bay Street,Port Melbourne,VIC,"3207",03 8695 9000,http://www.albertparkcollege.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1888903",,,,
Albert Park College,Secondary,,Liberal Arts Precinct,Secondary,62-74 Pickles Street,South Melbourne,VIC,"3205",03 8695 9000,http://www.albertparkcollege.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1888904",,,,
Albert Park College,Secondary,,Gatehouse Princes Pier Campus,Secondary,2 Pier Street,Port Melbourne,VIC,"3207",03 8695 9000,http://www.albertparkcollege.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1888905",,,,
Albert Park College,Secondary,,Environmental Arts Hub,Secondary,Gasworks Arts Park,Albert Park,VIC,"3206",03 8695 9000,http://www.albertparkcollege.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1888902",,,,
Albert Park College,Secondary,,Albert Park College,Secondary,83 Danks Street,Albert Park,VIC,"3206",03 8695 9000,http://www.albertparkcollege.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Non standard,Yes,"1888901",,,,
Alexandra Secondary College,Secondary,,Alexandra Secondary College,Secondary,Downey Street,Alexandra,VIC,"3714",03 5770 2000,http://www.asc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1750501",,,,
Alkira Secondary College,Secondary,,Alkira Secondary College,Secondary,15 Nurture Avenue,Cranbourne North,VIC,"3977",03 5991 3500,http://www.alkirasecondarycollege.com.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1887401",,,,
Ararat Secondary College,Secondary,,School Farm Campus,Alt Ed,Cnr Elizabeth St and Jacksons Creek Rd,Ararat,VIC,"3377",03 5352 4177,http://www.araratcc.vic.edu.au/,,O,,,,,,,,,South West,NA,No,"1875303",,,,
Ararat Secondary College,Secondary,,Ararat Secondary College,Secondary,4-30 Barkly Street,Ararat,VIC,"3377",03 5352 4177,http://www.araratcc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1875301",,,,
Ashwood High School,Secondary,,Ashwood High School,Secondary,50 Vannam Drive,Ashwood,VIC,"3147",03 9807 1333,http://www.ashwood.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1874301",,,,
Auburn High School,Secondary,,Auburn High School,Secondary,26 Burgess Street,Hawthorn East,VIC,"3123",03 9822 3247,http://auburnhs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1752601",,,,
Bacchus Marsh College,Secondary,,Maddingley Campus,Secondary,73 Grant Street,Bacchus Marsh,VIC,"3340",03 5367 2955,http://www.bmsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1877701",,,,
Baimbridge College,Secondary,,Baimbridge College,Secondary,59 Mt Baimbridge Rd,Hamilton,VIC,"3300",03 5572 2788,http://www.baimbridge-co.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1881401",,,,
Bairnsdale Secondary College,Secondary,,Changing Lanes - VCAL,Alt Ed,91 Rupert Street,Bairnsdale,VIC,"3875",03 5150 4800,http://www.bairnsdalesc.vic.edu.au,,O,,,,,,,,,South East,NA,No,"1846603",,,,
Bairnsdale Secondary College,Secondary,,Bairnsdale Secondary College,Secondary,90 Mckean Street,Bairnsdale,VIC,"3875",03 5150 4800,http://www.bairnsdalesc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1846602",,,,
Ballarat High School,Secondary,,Ballarat High School,Secondary,Sturt Street West,Ballarat,VIC,"3350",03 5338 9000,http://www.ballaraths.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1754001",,,,
Balwyn High School,Secondary,,Balwyn High School,Secondary,Buchanan Avenue,Balwyn North,VIC,"3104",03 9819 7911,http://www.balwynhs.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North East,Non standard,Yes,"1755001",,,,
Bayswater Secondary College,Secondary,,Bayswater Secondary College,Secondary,14 Orchard Road,Bayswater,VIC,"3153",03 8720 7555,http://www.bayswatersc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1756001",,,,
Beaufort Secondary College,Secondary,,Beaufort Secondary College,Secondary,1/37 Park Road,Beaufort,VIC,"3373",03 5349 2305,http://www.beaufortsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1756501",,,,
Beaumaris Secondary College,Secondary,,Beaumaris Secondary College,Secondary,117 - 136 Reserve Road,Beaumaris,VIC,"3193",03 8569 9200,http://www.beaumarissc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,South East,Straight line,Yes,"1756601",,,,
Beechworth Secondary College,Secondary,,Beechworth Secondary College,Secondary,85 Balaclava Road,Beechworth,VIC,"3747",03 5728 1264,http://www.bworthsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1757501",,,,
Bellarine Secondary College,Secondary,,Ocean Grove Campus,Secondary,70 Shell Road,Ocean Grove,VIC,"3226",03 5251 9000,https://www.bellarinesc.vic.edu.au/,,Open,7 to 8,,x,x,,,,,South West,Straight line,Yes,"1825002",,,,
Bellarine Secondary College,Secondary,,Drysdale Campus,Secondary,Peninsula Drive,Drysdale,VIC,"3222",03 5251 9000,https://www.bellarinesc.vic.edu.au/,,Open,9 to 12,,,,x,x,x,x,South West,Non standard,Yes,"1825003",,,,
Belmont High School,Secondary,,Tanybryn Camp,Camp,Cnr Wild Dog Road,Tanybryn,VIC,"3233",03 5243 5355,http://www.bhs.vic.edu.au,,O,,,,,,,,,South West,NA,No,"1758502",,,,
Belmont High School,Secondary,,Belmont High School,Secondary,Rotherham Street,Belmont,VIC,"3216",03 5243 5355,http://www.bhs.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1758501",,,,
Bendigo Senior Secondary College,Secondary,,Netschool Campus,Secondary,26 Williamson Street,Bendigo,VIC,"3550",03 5443 1222,http://www.bssc.edu.au,,O,,,,,,,,,North West,NA,No,"1759502",,,,
Bendigo Senior Secondary College,Secondary,,Bendigo Senior Secondary College,Secondary,40 Gaol Road,Bendigo,VIC,"3550",03 5443 1222,http://www.bssc.edu.au,,Open,11 to 12,,,,,,x,x,North West,Non standard,Yes,"1759501",,x,,
Bendigo South East 7-10 Secondary College,Secondary,,Bendigo South East 7-10 Secondary College,Secondary,Ellis Street,Bendigo,VIC,"3550",03 5443 4522,http://www.bse.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,North West,Straight line,Yes,"1783701",x,,,
Bentleigh Secondary College,Secondary,,Bentleigh Secondary College,Secondary,Vivien St,Bentleigh East,VIC,"3165",03 9579 1044,http://www.bentleighsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1725501",,,,
Berwick Secondary College,Secondary,,Berwick Secondary College,Secondary,Manuka Road,Berwick,VIC,"3806",03 8768 1000,http://www.berwicksc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1760301",,,,
Blackburn High School,Secondary,,Blackburn High School,Secondary,60 Springfield Road,Blackburn,VIC,"3130",03 8804 6464,http://www.blackburnhs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1761001",,,,
Box Hill High School,Secondary,,Box Hill High School,Secondary,1180 Whitehorse Road,Box Hill,VIC,"3128",03 9877 1177,http://www.boxhillhs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1763501",,,,
Brauer Secondary College,Secondary,,Dunkeld Annexe,Camp,Grampians Tourist Road,Dunkeld,VIC,"3294",03 5577 2339,http://www.brauer.vic.edu.au/,,O,,,,,,,,,South West,NA,No,"1739503",,,,
Brauer Secondary College,Secondary,,Brauer Secondary College,Secondary,Caramut Road,Warrnambool,VIC,"3280",03 5560 3888,http://www.brauer.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1739501",,,,
Braybrook College,Secondary,,Braybrook College,Secondary,352 Ballarat Road,Braybrook,VIC,"3019",03 9312 2900,http://www.braybrooksc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1764501",,,,
Brentwood Secondary College,Secondary,,Brentwood Secondary College,Secondary,65-71 Watsons Road,Glen Waverley,VIC,"3150",03 8545 0300,http://www.brentwood.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1764701",,,,
Brighton Secondary College,Secondary,,Brighton Secondary College,Secondary,120 Marriage Road,Brighton East,VIC,"3187",03 9592 7488,http://www.brightonsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1765001",,,,
Broadford Secondary College,Secondary,,Broadford Secondary College,Secondary,2-12 Pinniger Street,Broadford,VIC,"3658",03 5784 1200,http://www.broadfordsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1765501",,,,
Brunswick Secondary College,Secondary,,Brunswick English Language Centre,Language,47 Dawson Street,Brunswick,VIC,"3056",03 9387 6133,http://www.brunswick.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1880703",,,,
Brunswick Secondary College,Secondary,,Brunswick Secondary College,Secondary,47 Dawson Street,Brunswick,VIC,"3056",03 9387 6133,http://www.brunswick.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1880701",,,,
Buckley Park College,Secondary,,Buckley Park College,Secondary,Cooper Street,Essendon,VIC,"3040",03 9331 9999,http://www.buckleyparkco.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1767001",,,,
Bundoora Secondary College,Secondary,,Bundoora Secondary College,Secondary,53 Balmoral Avenue,Bundoora,VIC,"3083",03 9467 1511,http://www.bundoorasc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1787401",,,,
Camberwell High School,Secondary,,Camberwell High School,Secondary,Prospect Hill Road,Canterbury,VIC,"3126",03 9836 0555,http://www.camhigh.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1768001",,,,
Canterbury Girls Secondary College,Secondary,,Canterbury Girls Secondary College,Secondary,16 Mangarra Road,Canterbury,VIC,"3126",03 9830 5099,http://www.cgsc.vic.edu.au,,Open,7 to 12,,,,,,,,North East,Non standard,Yes,"1769001",,,x,
Carrum Downs Secondary College,Secondary,,Carrum Downs Secondary College,Secondary,263 McCormicks Road,Carrum Downs,VIC,"3201",03 9788 9100,http://www.cdsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1842301",,,,
Casterton Secondary College,Secondary,,Casterton Secondary College,Secondary,27 Mt Gambier Road,Casterton,VIC,"3311",03 5581 1588,http://www.castertonsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1769501",,,,
Castlemaine Secondary College,Secondary,,Yapeen Campus,Alt Ed,Yapeen School Lane,Yapeen,VIC,"3451",03 5479 1111,http://www.csc.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1882404",,,,
Castlemaine Secondary College,Secondary,,Senior Campus,Secondary,Etty Street,Castlemaine,VIC,"3450",03 5479 1111,http://www.csc.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1882401",,,,
Castlemaine Secondary College,Secondary,,Junior Campus,Secondary,Blakeley Rd,Castlemaine,VIC,"3450",03 5479 1111,http://www.csc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Shortest path,Yes,"1882402",,,,
Chaffey Secondary College,Secondary,,Chaffey Secondary College,Secondary,261-289 Deakin Avenue,Mildura,VIC,"3500",03 5023 0538,http://www.chaffeysc.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,North West,Shortest path,Yes,"1725001",x,,,
Cheltenham Secondary College,Secondary,,Cheltenham Secondary College,Secondary,73-75 Bernard Street,Cheltenham,VIC,"3192",03 9555 5955,http://www.cheltsec.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1772001",,,,
Cobden Technical School,Secondary,,Cobden Technical School,Secondary,Mckenzie Street,Cobden,VIC,"3266",03 5595 1202,http://www.cobtech.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1708801",,,,
Cobram Secondary College,Secondary,,Cobram Secondary College,Secondary,25-47 Warkil Street,Cobram,VIC,"3644",03 5871 1700,http://www.cobramsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1772501",,,,
Coburg High School,Secondary,,Coburg High School,Secondary,101 Urquhart Street,Coburg,VIC,"3058",03 9353 1700,http://www.cshs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1884901",,,,
Cohuna Secondary College,Secondary,,Cohuna Secondary College,Secondary,6415 Murray Valley Highway,Cohuna,VIC,"3568",03 5456 2555,http://www.cohuna-sc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Shortest path,Yes,"1773501",,,,
Colac Secondary College,Secondary,,Colac Secondary College,Secondary,173 Queen Street,Colac,VIC,"3250",03 5231 9800,http://www.colac-sc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1886401",,,,
Copperfield College,Secondary,,Delahey Senior Campus,Secondary,Goldsmith Avenue,Delahey,VIC,"3037",03 9361 3888,https://copperfieldcollege.vic.edu.au/,,Open,11 to 12,,,,,,x,x,South West,Non standard,Yes,"1879902",,,,
Copperfield College,Secondary,,Kings Park Junior Campus,Secondary,Kambalda Circuit,Kings Park,VIC,"3021",03 9361 3888,https://copperfieldcollege.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,South West,Straight line,Yes,"1879901",,,,
Copperfield College,Secondary,,Sydenham Junior Campus,Secondary,Community Hub,Sydenham,VIC,"3037",03 9361 3888,https://copperfieldcollege.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,South West,Straight line,Yes,"1879903",,,,
Craigieburn Secondary College,Secondary,,Craigieburn Secondary College,Secondary,102 Hothlyn Drive,Craigieburn,VIC,"3064",03 9308 1144,http://www.craigieburnsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1870501",,,,
Craigieburn South 7-12  (interim name),Secondary,Specialist Inclusion Hub,Craigieburn South 7-12  (interim name),Secondary,Cnr Elevation Boulevard and Debonaair Parade,Craigieburn,VIC,"3064",#N/A,https://www.schoolbuildings.vic.gov.au/schools/Pages/CraigieburnSouthSecondarySchool.aspx,,Opening 2020,"7",,x,,,,,,North West,Straight line,Yes,"1708201",,,,x
Cranbourne East Secondary College,Secondary,,Cranbourne East Secondary College,Secondary,50 Stately Drive,Cranbourne East,VIC,"3977",03 5990 0200,http://www.cesc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1889801",,,,
Cranbourne Secondary College,Secondary,,Cranbourne Secondary College,Secondary,Stawell Street,Cranbourne,VIC,"3977",03 5996 3544,http://www.cranbournesc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1774701",,,,
Croydon Community School,Secondary,,OPTIONS@Bayswater,Teach Unit,Neal Street,Bayswater,VIC,"3153",03 9724 2980,http://www.croydoncs.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1775702",,,,
Croydon Community School,Secondary,,Capacity Building,Teach Unit,Cnr Strada Cres & Academy Ave,Wheelers Hill,VIC,"3150",03 9724 2980,http://www.croydoncs.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1775704",,,,
Croydon Community School,Secondary,,Woori Yallock Farm School Campus,Alt Ed,30 Church Road,Woori Yallock,VIC,"3139",03 9724 2980,http://www.croydoncs.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1775705",,,,
Croydon Community School,Secondary,,Croydon Community School,Community,177-181 Mt Dandenong Road,Croydon,VIC,"3136",03 9724 2980,http://www.croydoncs.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1775701",,,,
Crusoe 7-10 Secondary College,Secondary,,Crusoe 7-10 Secondary College,Secondary,57 - 75 Olympic Parade,Kangaroo Flat,VIC,"3555",03 5447 7722,http://www.crusoecollege.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,North West,Straight line,Yes,"1720501",x,,,
Dandenong High School,Secondary,,Cleeland Campus,Alt Ed,23 Ann Street,Dandenong,VIC,"3175",03 9792 0561,http://www.dandenong-hs.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1885802",,,,
Dandenong High School,Secondary,,Myuna Secondary Teaching Unit,Secondary,182 Kidds Road,Doveton,VIC,"3177",03 9792 0561,http://www.dandenong-hs.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1885804",,,,
Dandenong High School,Secondary,,Dandenong Campus,Secondary,92-106 Princes Highway,Dandenong,VIC,"3175",03 9792 0561,http://www.dandenong-hs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1885801",,,,
Daylesford Secondary College,Secondary,,Daylesford Secondary College,Secondary,39 Smith Street,Daylesford,VIC,"3460",03 5348 2367,http://www.daylesfordsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1711501",,,,
Diamond Valley College,Secondary,,Diamond Creek Campus,Secondary,165-179 Main Hurstbridge Road,Diamond Creek,VIC,"3089",03 9438 1411,http://www.dvallcoll.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1874601",,,,
Dimboola Memorial Secondary College,Secondary,,Dimboola Memorial Secondary College,Secondary,66 Ellerman Street,Dimboola,VIC,"3414",03 5389 1460,http://www.dmsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1777001",,,,
Donald High School,Secondary,,Donald High School,Secondary,2-16 Camp Street,Donald,VIC,"3480",03 5497 1205,http://www.donaldhs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1777501",,,,
Doncaster Secondary College,Secondary,,Doncaster Secondary College,Secondary,123 Church Road,Doncaster,VIC,"3108",03 9848 4677,http://www.doncastersc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1777601",,,,
Dromana Secondary College,Secondary,,Dromana Secondary College,Secondary,110 Harrisons Road,Dromana,VIC,"3936",03 5987 2805,http://www.dsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1712201",,,,
Drouin Secondary College,Secondary,,Blackwood Annexe,Alt Ed,Brock Road,Hallora,VIC,"3818",03 5625 1002,http://www.drouinsc.vic.edu.au/,,O,,,,,,,,,South East,NA,No,"1778502",,,,
Drouin Secondary College,Secondary,,Drouin Secondary College,Secondary,South Road,Drouin,VIC,"3818",03 5625 1002,http://www.drouinsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1778501",,,,
Eaglehawk Secondary College,Secondary,,Eaglehawk Secondary College,Secondary,1-3 Reserve Street,Eaglehawk,VIC,"3556",03 5446 8099,http://www.eaglehawksc.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,North West,Straight line,Yes,"1779001",x,,,
East Doncaster Secondary College,Secondary,,East Doncaster Secondary College,Secondary,20 George Street,Doncaster East,VIC,"3109",03 9842 2244,http://www.eastdonsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1777301",,,,
Echuca College,Secondary,,Echuca College,Secondary,20 - 50 Butcher Street,Echuca,VIC,"3564",03 5482 1133,http://www.echucacollege.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Shortest path,Yes,"1885501",,,,
Edgars Creek Secondary College,Secondary,,Edgars Creek Secondary College,Secondary,2 Steen Avenue,Wollert,VIC,"3750",03 9134 8200,http://www.edgarscreeksc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,North West,Straight line,Yes,"1708101",,,,
Elisabeth Murdoch College,Secondary,,Elisabeth Murdoch College,Secondary,80 Warrandyte Road,Langwarrin,VIC,"3910",03 9788 2600,http://www.emc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1872201",,,,
Eltham High School,Secondary,,Eltham High School,Secondary,30-60 Withers Way,Eltham,VIC,"3095",03 9430 5111,http://www.elthamhs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1780501",,,,
Elwood College,Secondary,,Elwood College,Secondary,101 Glenhuntly Road,Elwood,VIC,"3184",03 9531 9566,http://www.elwood.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1781001",,,,
Emerald Secondary College,Secondary,,Emerald Secondary College,Secondary,425 Belgrave-gembrook Rd,Emerald,VIC,"3782",03 5968 5388,http://www.emeraldsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1870701",,,,
Epping Secondary College,Secondary,,Epping Secondary College,Secondary,Mcdonalds Road,Epping,VIC,"3076",03 9401 2599,http://www.eppingsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1781301",,,,
Essendon Keilor College,Secondary,,East Keilor Campus,Secondary,Quinn Grove,Keilor East,VIC,"3033",03 8331 0100,https://www.ekc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,South West,Straight line,Yes,"1880602",,,,
Essendon Keilor College,Secondary,,Niddrie Campus,Secondary,19 Peters Street,Niddrie,VIC,"3042",03 8331 0100,https://www.ekc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,South West,Straight line,Yes,"1880603",,,,
Essendon Keilor College,Secondary,,Senior Campus,Secondary,286 Buckley Street,Essendon,VIC,"3040",03 8331 0100,https://www.ekc.vic.edu.au/,,Open,10 to 12,,,,,x,x,x,South West,Non standard,Yes,"1880601",,,,
Euroa Secondary College,Secondary,,Euroa Secondary College,Secondary,26 Campbell St,Euroa,VIC,"3666",03 5795 2512,http://www.euroasc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1782001",,,,
Fairhills High School,Secondary,,Fairhills High School,Secondary,Scoresby Road,Knoxfield,VIC,"3180",03 9758 5022,http://www.fairhillshs.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1782301",,,,
Fitzroy High School,Secondary,,Fitzroy High School,Secondary,Falconer Street,Fitzroy North,VIC,"3068",03 9488 1900,http://www.fitzroyhs.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,North West,Straight line,Yes,"1874201",,,,
Footscray Learning Precinct Secondary School (Interim name),Secondary,,Footscray City Campus,Secondary,1 Kinnear Street,Footscray,VIC,"3011",03 8387 1500,https://www.schoolbuildings.vic.gov.au/schools/Pages/FootscrayLearningPrecinct.aspx,,Open,8 to 12,,,x,x,x,x,x,South West,Straight line,Yes,"1883601",,,,
Footscray Learning Precinct Secondary School (Interim name),Secondary,,Barkly Street Campus,Secondary,298 Barkly Street,Footscray,VIC,"3011",03 8387 1500,https://www.schoolbuildings.vic.gov.au/schools/Pages/FootscrayLearningPrecinct.aspx,,O,"7",,x,,,,,,South West,NA,Yes,"1784101",,,,
Forest Hill College,Secondary,,Forest Hill Deaf Facility,Deaf,178-180 Mahoneys Rd,Burwood East,VIC,"3151",03 9814 9444,http://www.fhc.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1872406",,,,
Forest Hill College,Secondary,,Forest Hill College,Secondary,178-180 Mahoneys Road,Burwood East,VIC,"3151",03 9814 9444,http://www.fhc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Straight line,Yes,"1872401",,,,
Foster Secondary College,Secondary,,Foster Secondary College,Secondary,2 - 10 Pioneer Street,Foster,VIC,"3960",03 5682 2066,http://www.sgsc.vic.edu.au,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1784501",,,,
Fountain Gate Secondary College,Secondary,,Fountain Gate Secondary College,Secondary,45 Josephine Avenue,Narre Warren,VIC,"3805",03 8762 6839,http://www.fgsc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Straight line,Yes,"1887001",,,,
Frankston High School,Secondary,,VCE Campus,Secondary,48 Foot Street,Frankston,VIC,"3199",03 9783 7955,http://www.fhs.vic.edu.au/,,Open,11 to 12,,,,,,x,x,South East,,Yes,"1785002",,,,
Frankston High School,Secondary,,7-10 Campus,Secondary,97 Foot Street,Frankston,VIC,"3199",03 9783 7955,http://www.fhs.vic.edu.au/,,Open,7 to 10,,x,x,x,x,,,South East,Straight line,Yes,"1785001",,,,
Geelong High School,Secondary,,Geelong High School,Secondary,385 Ryrie Street,East Geelong,VIC,"3219",03 5225 4100,http://www.geelonghigh.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South West,Straight line,Yes,"1785501",,,,
Gisborne Secondary College,Secondary,,Gisborne Secondary College,Secondary,95 Melton Road,Gisborne,VIC,"3437",03 5428 3691,http://www.gisbornesc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North West,Shortest path,Yes,"1785701",,,,
